Postal Codes,Place Name,State,Latitude,Longitude
60735,Pahalagiribawa,KG,8.0833,80.2111
60736,Saliya Asokapura,KG,8.0833,80.2111
60737,Solepura,KG,8.0833,80.2111
60738,Solewewa,KG,8.0833,80.2111
60739,Warawewa,KG,8.1167,80.1333
60750,Meegalawa,KG,7.9833,80.3833
60752,Girathalana,KG,7.9833,80.3833
60754,Kudakatnoruwa,KG,7.9833,80.3833
12000,Kalutara,KT,6.5761,79.9658
12005,Galpatha,KT,6.5983,80.0015
12006,Yatawara Junction,KT,6.5983,80.0015
12007,Koholana,KT,6.6189,80.0219
12008,Bolossagama,KT,6.5983,80.0015
12009,Remunagoda,KT,6.6,80.0167
12016,Gamagoda,KT,6.6,80
12020,Dodangoda,KT,6.55,80.0167
12024,Bombuwala,KT,6.5833,80.0167
12025,Tebuwana,KT,6.5944,80.0611
12030,Neboda,KT,6.5906,80.0842
12050,Paiyagala,KT,6.5167,80.0167
12055,Halkandawila,KT,6.5167,80.0167
12060,Maggona,KT,6.5031,79.9822
12070,Beruwala,KT,6.4739,79.9842
12074,Padagoda,KT,6.45,80.0167
12078,Kalawila Kiranthidiya,KT,6.4619,80.0004
12080,Alutgama,KT,7.7667,79.9333
12090,Dharga Town,KT,6.648,80.0089
12094,Meegama,KT,6.648,80.0089
12100,Matugama,KT,6.5222,80.1144
12104,Yatadolawatta,KT,6.5333,80.0667
12106,Nawattuduwa,KT,6.5019,80.0937
12108,Welipenna,KT,6.45,80.1
12112,Walagedara,KT,6.45,80.0667
12114,Pannila,KT,6.8667,80.3167
12116,Ittapana,KT,6.4167,80.0833
12118,Halwala,KT,6.4167,80.1
12122,Paraigama,KT,6.4167,80.1167
12124,Yagirala,KT,6.3667,80.1667
12126,Mahakalupahana,KT,6.3917,80.1417
12127,Utumgama,KT,6.3917,80.1417
12130,Meegahatenna,KT,6.3637,80.285
12134,Walallawita,KT,6.3667,80.2
12136,Polgampola,KT,6.3244,80.4383
12138,Pelawatta,KT,6.4,80.2167
12142,Boralugoda,KT,6.4333,80.2667
12144,Pahalahewessa,KT,6.4333,80.2667
12148,Danawala Thiniyawala,KT,6.4333,80.2667
12200,Agalawatta,KT,6.5422,80.1583
12204,Veyangalla,KT,6.5422,80.1583
12210,Mahagama,KT,6.6167,80.1667
12214,Pelanda,KT,6.6056,80.2333
12216,Molkawa,KT,6.6167,80.2333
12218,Kelinkanda,KT,6.5833,80.3
12222,Kitulgoda,KT,6.5167,80.1833
12224,Bellana,KT,6.5167,80.1833
12230,Baduraliya,KT,6.5333,80.2667
12232,Morapitiya,KT,6.5333,80.2667
12234,Hedigalla Colony,KT,6.5333,80.2667
12236,Gurulubadda,KT,6.5333,80.2667
12300,Bulathsinhala,KT,6.675,80.1958
12302,Paragoda,KT,6.6167,80.2333
12304,Delmella,KT,6.6833,80.2
12306,Halwatura,KT,6.7,80.2
12308,Diwalakada,KT,6.7,80.15
12310,Govinna,KT,6.6667,80.1167
12320,Anguruwatota,KT,6.6383,80.0861
12322,Uduwara,KT,6.6167,80.0667
12400,Horana,KT,6.7167,80.06
12404,Pokunuwita,KT,6.7333,80.0333
12410,Gonapola Junction,KT,6.6944,80.0333
12412,Millaniya,KT,6.6944,80.0333
12414,Paragastota,KT,6.6667,80
12416,Dombagoda,KT,6.65,80.05
12418,Kananwila,KT,6.7667,80.05
12422,Millewa,KT,6.7833,80.0667
12424,Miwanapalana,KT,6.75,80.1
12426,Kuda Uduwa,KT,6.7667,80.0667
12428,Kandanagama,KT,6.7667,80.0778
12432,Poruwedanda,KT,6.7333,80.1167
12440,lngiriya,KT,6.7296,80.0604
12500,Panadura,KT,6.7133,79.9042
12524,Alubomulla,KT,6.7103,79.9342
12530,Bandaragama,KT,6.7144,79.9867
12534,Welmilla Junction,KT,6.7072,80.01
12538,Haltota,KT,6.7,80.0333
12550,Kehelwatta,KT,6.75,79.9167
12560,Wadduwa,KT,6.6642,79.9286
12564,Morontuduwa,KT,6.65,79.9667
12580,Waskaduwa,KT,6.6317,79.9442
20000,Kandy,KY,7.2964,80.635
20032,Halloluwa,KY,7.2,80.35
20034,Yatihalagala,KY,7.3,80.6
20042,lhala Kobbekaduwa,KY,7.3167,80.5833
20044,Sangarajapura,KY,7.3167,80.5833
20048,Kulugammana,KY,7.3167,80.5833
20052,Uduwa,KY,7.1167,80.3833
20060,Hataraliyadda,KY,7.3333,80.4667
20062,Aludeniya,KY,7.3667,80.4667
20068,Dedunupitiya,KY,7.3333,80.4333
20072,Nugawela,KY,7.3333,80.2167
20080,Werellagama,KY,7.3167,80.5833
20084,Pallekotuwa,KY,7.3333,80.5667
20086,Kumburegama,KY,7.35,80.55
20092,Harankahawa,KY,7.3,80.15
20094,Udahingulwala,KY,7.3,80.15
20095,Gallellagama,KY,7.3,80.15
20100,Galagedara,KY,7.3683,80.5275
20106,Poholiyadda,KY,7.3508,80.5221
20108,Wettawa,KY,7.3508,80.5221
20109,Minigamuwa,KY,7.3333,80.5167
20112,Pujapitiya,KY,7.3833,80.3167
20118,Pattiya Watta,KY,7.3833,80.3167
20120,Medawala Harispattuwa,KY,7.3417,80.6833
20126,Dolapihilla,KY,7.3833,80.5833
20128,Rambukwella,KY,7.3,80.7833
20132,Batugoda,KY,7.3667,80.5833
20134,Watagoda Harispattuwa,KY,7.3569,80.6012
20136,Ambatenna,KY,7.3472,80.6192
20140,Alawatugoda,KY,6.4167,80
20142,Wilanagama,KY,6.4167,80
20150,Ankumbura,KY,7.4333,80.5667
20152,Galhinna,KY,7.4167,80.5667
20154,Batagolladeniya,KY,7.425,80.5667
20160,Ampitiya,KY,7.2667,80.65
20164,Uduwela,KY,7.2722,80.6667
20166,Tennekumbura,KY,7.2833,80.6667
20168,Kundasale,KY,7.2667,80.6833
20170,Menikhinna,KY,7.3167,80.7
20172,Lunuketiya Maditta,KY,7.3292,80.716
20176,Naranpanawa,KY,7.3417,80.7319
20180,Rajawella,KY,7.2944,80.7111
20184,Gomagoda,KY,7.3167,80.7333
20186,Kengalla,KY,7.3,80.7167
20189,Gurudeniya,KY,7.2667,80.6833
20194,Nattarampotha,KY,7.1167,80.35
20196,Pilawala,KY,7.1167,80.35
20198,Ketawala Leula,KY,7.1167,80.35
20200,Talatuoya,KY,7.2536,80.6925
20202,Etulgama,KY,7.2333,80.65
20204,Nugaliyadda,KY,7.2333,80.7
20206,Kapuliyadde,KY,7.2401,80.6808
20210,Marassana,KY,7.2167,80.7333
20212,Kolabissa,KY,7.225,80.7167
20214,Godamunna,KY,7.2333,80.7
20216,Mahamedagama,KY,7.225,80.7167
20218,Bawlana,KY,7.225,80.7167
20232,Murutalawa,KY,7.3,80.5667
20234,Yahalatenna,KY,7.3,80.5667
20250,Polgolla,KY,7.4167,80.5333
20260,Madawala Bazaar,KY,7.2696,80.6537
20270,Gunnepana,KY,7.2696,80.6537
20300,Kadugannawa,KY,7.2536,80.5275
20306,Ketakumbura,KY,7.2167,80.5833
20308,Balana,KY,7.2667,80.4833
20400,Peradeniya,KY,7.2631,80.6028
20404,Uda Peradeniya,KY,7.2631,80.6028
20409,Megoda Kalugamuwa,KY,7.2631,80.6028
20414,Hindagala,KY,7.2333,80.6
20418,Nillambe,KY,7.15,80.6333
20420,Galaha,KY,7.2,80.6661
20430,Deltota,KY,7.2,80.6667
20438,Handawalapitiya,KY,7.2,80.6667
20440,Hewaheta,KY,7.1108,80.7547
20442,Kiribathkumbura,KY,7.1108,80.7547
20450,Pilimatalawa,KY,7.2333,80.5333
20454,Wattappola,KY,7.2333,80.5333
20465,Danture,KY,7.2833,80.5333
20470,Menikdiwela,KY,7.2833,80.5
20480,Handessa,KY,7.2333,80.5833
20482,Leemagahakotuwa,KY,7.2333,80.5833
20500,Gampola,KY,7.1647,80.5767
20506,Udahentenna,KY,7.0889,80.5189
20510,Dolosbage,KY,7.0806,80.4731
20511,Pattitalawa,KY,7.1167,80.4667
20512,Meetalawa,KY,7.0986,80.4699
20524,Hondiyadeniya,KY,7.1364,80.5766
20526,Muruthagahamulla,KY,7.1364,80.5766
20532,Doluwa,KY,7.6167,80.4167
20544,Panwilatenna,KY,7.1556,80.6314
20546,Pupuressa,KY,7.1272,80.6661
20562,Ulapane,KY,7.1042,80.5628
20564,Mawatura,KY,7.1,80.5667
20574,Atabage,KY,7.1333,80.6
20578,Paradeka,KY,7.1167,80.6167
20580,Pussellawa,KY,7.1089,80.6339
20610,Weligalla,KY,7.1833,80.2
20620,Gelioya,KY,7.2136,80.6017
20640,Velamboda,KY,7.0523,80.5023
20644,Bambaragahaela,KY,7.0523,80.5023
20650,Nawalapitiya,KY,7.055,80.5358
20654,Pasbage,KY,7.0358,80.5262
20656,Gonawalapatana,KY,7.0358,80.5262
20658,Dekinda,KY,7.0167,80.5167
20662,Mapakanda,KY,7.0271,80.5493
20664,Galaboda,KY,6.9875,80.5319
20666,Weligampola,KY,7.0271,80.5493
20676,Rambukpitiya,KY,7.0333,80.5
20702,Mailapitiya,KY,7.1517,80.7118
20708,Unuwinna,KY,7.1517,80.7118
20710,Hanguranketha,KY,7.1517,80.7118
20712,Gonagantenna,KY,7.1517,80.7118
20714,Marymount Colony,KY,7.1517,80.7118
20722,Udawatta,KY,7.4333,80.1333
20724,lllagolla,KY,7.4333,80.1333
20730,Rikillagaskada,KY,7.1453,80.7825
20732,Ekiriya,KY,7.15,80.75
20734,Pallebowala,KY,7.1151,80.8108
20738,Karandagolla,KY,7.05,80.9
20742,Elamulla,KY,7.0833,80.8
20744,Mandaram Nuwara,KY,7.0833,80.8
20748,Maturata,KY,7.0833,80.8
20800,Katugastota,KY,7.3161,80.6211
20802,Udatalawinna,KY,7.3161,80.6211
20810,Wattegama,KY,7.5833,79.9333
20816,Doragamuwa,KY,7.5833,79.9333
20818,Rathukohodigala,KY,7.5833,79.9333
20822,Jambugahapitiya,KY,7.3833,80.6333
20824,Dunuwila,KY,7.3833,80.6333
20828,Makkanigama,KY,7.3833,80.6333
20830,Panvila,KY,7.0667,80.6833
20838,Tawalantenna,KY,7.0667,80.6833
20840,Madulkele,KY,7.3975,80.7319
20850,Akurana,KY,7.65,80.0167
20900,Teldeniya,KY,7.2969,80.7686
20902,Kumbukkandura,KY,7.2969,80.7686
20904,Senarathwela,KY,7.2969,80.7686
20906,Putuhapuwa,KY,7.2969,80.7686
20908,Werapitya,KY,7.2969,80.7686
20914,Wendaruwa,KY,7.3552,80.8375
20916,Udispattuwa,KY,7.3552,80.8375
20921,Makuldeniya,KY,7.3333,80.7833
20922,Rangala,KY,7.3539,80.7853
20923,Mimure,KY,7.4333,80.8333
20924,Kahataliyadda,KY,7.376,80.8213
20926,Kalugala,KY,7.3833,80.8833
20928,Kobonila,KY,7.376,80.8213
20932,Bopana,KY,7.3,80.9
20934,Uduwahinna,KY,7.2833,80.8917
20938,Madugalla,KY,7.2667,80.8833
20940,Medamahanuwara,KY,7.3,80.85
20945,Mahadoraliyadda,KY,7.3,80.85
20948,Hunnasgiriya,KY,7.3,80.85
20950,Ududumbara,KY,7.3552,80.8375
20960,Hasalaka,KY,7.5667,80.625
20965,Ulpothagama,KY,7.7167,80.3167
20966,Batumulla,KY,7.4167,80.9333
20967,Barawardhana Oya,KY,7.5667,80.625
20971,Kolongoda,KY,7.3552,80.8375
20982,Weragantota,KY,7.3167,80.9833
20983,Minipe,KY,7.2167,80.9833
20984,Handaganawa,KY,7.2833,80.9833
20986,Ambagahapelessa,KY,7.2722,80.9833
20990,Rantembe,KY,7.3552,80.8375
41000,Mannar,MB,8.9833,79.9
81000,Matara,MH,5.9486,80.5428
81017,Naimana,MH,6.0715,80.5193
81020,Kekanadurra,MH,6.0715,80.5193
81030,Ratmale,MH,6.45,80.2
81032,Aparekka,MH,6,80.6
81034,Yatiyana,MH,6.0333,80.6
81038,Diyagaha,MH,5.9833,80.5667
81050,Palatuwa,MH,5.9833,80.5167
81051,Sultanagoda,MH,5.9667,80.5
81060,Telijjawila,MH,6.0715,80.5193
81064,Ransegoda,MH,6.0715,80.5193
81070,Makandura,MH,6.1333,80.55
81071,Mulatiyana Junction,MH,6.1833,80.5667
81072,Gomilamawarala,MH,6.1833,80.5667
81074,Rotumba,MH,6.2333,80.5833
81082,Karagoda Uyangoda,MH,6.0715,80.5193
81092,Nadugala,MH,5.9833,80.5333
81100,Kamburupitiya,MH,6.0833,80.5667
81106,Karaputugala,MH,6.0833,80.6
81108,Horapawita,MH,6.1167,80.5833
81160,Devinuwara (Dondra),MH,5.9319,80.6069
81170,Gandara,MH,5.9333,80.6
81180,Kottegoda,MH,6.1667,80.1
81200,Dikwella,MH,5.9667,80.6833
81220,Walasgala,MH,5.9911,80.7019
81230,Urugamuwa,MH,6.0116,80.6437
81280,Thihagoda,MH,6.0167,80.5667
81290,Puhulwella,MH,6.05,80.6167
81294,Walakanda,MH,6.0333,80.65
81300,Hakmana,MH,7.3167,80.8
81302,Narawelpita,MH,7.3167,80.8
81312,Miella,MH,6.1167,80.6833
81314,Denagama,MH,6.1,80.65
81316,Radawela,MH,6.1333,80.6167
81318,Karatota,MH,6.0667,80.6667
81320,Deiyandara,MH,6.15,80.6
81322,Parapamulla,MH,6.15,80.6167
81326,Handugala,MH,6.2,80.6167
81400,Akuressa,MH,6.0964,80.4808
81402,Athuraliya,MH,6.0982,80.4988
81404,Wilpita,MH,6.1,80.5167
81408,Godapitiya,MH,6.0982,80.4988
81412,Bopagoda,MH,6.1561,80.4903
81414,Urumutta,MH,6.1667,80.5167
81416,Maramba,MH,6.1614,80.5035
81422,Diyalape,MH,6.1333,80.45
81424,Maliduwa,MH,6.1333,80.4167
81450,Pitabeddara,MH,6.2167,80.45
81452,Deegala Lenama,MH,6.2333,80.45
81454,Derangala,MH,6.25,80.45
81456,Kiriwelkele,MH,6.2333,80.45
81462,Siyambalagoda,MH,6.7833,79.9667
81470,Morawaka,MH,6.25,80.4833
81472,Pahala Millawa,MH,6.3428,80.4418
81474,Paragala,MH,6.6,80.3333
81475,Alapaladeniya,MH,6.2833,80.45
81477,Dellawa,MH,6.3333,80.45
81478,Kalubowitiyana,MH,6.3167,80.4
81479,Waralla,MH,6.2736,80.5339
81480,Kotapola,MH,6.3,80.5333
81500,Deniyaya,MH,6.3436,80.5639
81508,Viharahena,MH,6.3667,80.5833
81514,Kiriweldola,MH,6.3667,80.5333
81522,Kolawenigama,MH,6.35,80.4667
81524,Mediripitiya,MH,6.35,80.4667
81526,Lankagama,MH,6.35,80.4667
81532,Moragala Kirillapone,MH,6.8333,80.3
81538,Pothdeniya,MH,6.8333,80.3
81541,Beralapanathara,MH,6.4521,80.4894
81600,Urubokka,MH,6.3047,80.6297
81612,Dampahala,MH,6.2778,80.6256
81614,Bengamuwa,MH,6.2667,80.6
81615,Pasgoda,MH,6.2722,80.6128
81700,Weligama,MH,5.9667,80.4167
81722,Penetiyana,MH,6.0333,80.45
81730,Denipitiya,MH,5.9667,80.45
81740,Mirissa,MH,5.9333,80.45
81750,Kamburugamuwa,MH,5.9486,80.5006
70250,Sewanagala,MJ,6.3406,80.7804
70252,Kiriibbanwewa,MJ,6.3406,80.7804
70254,Ekamutugama,MJ,6.3406,80.7804
70256,Mahagama Colony,MJ,6.3406,80.7804
91000,Monaragala,MJ,6.8667,81.35
91002,Pangura,MJ,6.9833,81.3167
91003,Nakkala,MJ,6.8833,81.3
91004,Hulandawa,MJ,6.85,81.3333
91005,Wedikumbura,MJ,6.8333,81.3833
91006,Marawa,MJ,6.8167,81.3667
91007,Obbegoda,MJ,6.8786,81.3476
91008,Galabedda,MJ,6.9167,81.3833
91010,Dombagahawela,MJ,6.9,81.4333
91020,Ethimalewewa,MJ,6.9216,81.3833
91022,Wilaoya,MJ,6.9216,81.3833
91024,Kotiyagala,MJ,6.8,80.6833
91030,Siyambalanduwa,MJ,6.9,81.55
91032,Kandaudapanguwa,MJ,6.9667,81.5167
91038,Buddama,MJ,7.0333,81.4833
91040,Inginiyagala,MJ,7.2167,81.5333
91042,Nelliyadda,MJ,7.2167,81.5333
91050,Dambagalla,MJ,6.95,81.3667
91052,Mariarawa,MJ,6.9833,81.4667
91054,Uva Gangodagama,MJ,7.0056,81.4222
91056,Ruwalwela,MJ,7.0056,81.4222
91058,Baduluwela,MJ,7.0833,81.4333
91060,Okkampitiya,MJ,6.75,81.2833
91070,Badalkumbura,MJ,6.9,81.2333
91098,Kumbukkana,MJ,6.8,81.3
91100,Buttala,MJ,6.75,81.2333
91108,Moretuwegama,MJ,6.75,81.2333
91112,Uva Pelwatta,MJ,6.75,81.2333
91198,Warunagama,MJ,6.75,81.2333
91200,Wellawaya,MJ,6.7333,81.1
91202,Siyambalagune,MJ,6.8,81.1333
91204,Randeniya,MJ,6.8,81.1167
91206,Weherayaya Handapanagala,MJ,6.7778,81.1167
91250,Ettiliwewa,MJ,6.73,81.12
91295,Balaharuwa,MJ,6.5667,81.05
91298,Uva Kudaoya,MJ,6.75,81.2
91300,Tanamalwila,MJ,6.4333,81.1333
91302,Angunakolawewa,MJ,6.4167,81.0833
91306,Suriara,MJ,6.4636,81.053
91308,Hambegamuwa,MJ,6.5408,80.9422
91312,Kotawehera Mankada,MJ,6.4636,81.053
91400,Kataragama,MJ,6.4167,81.3333
91405,Sella Kataragama,MJ,6.4167,81.3333
91500,Bibile,MJ,7.1667,81.2167
91502,Ekiriyankumbura,MJ,7.3,81.2167
91505,Pitakumbura,MJ,7.1833,81.2833
91508,Nilgala,MJ,7.1833,81.3667
91512,Kotagama,MJ,7.1333,81.1833
91514,Diyakobala,MJ,7.1056,81.2222
91516,Ayiwela,MJ,7.1,81.2333
91519,Nannapurawa,MJ,7.0833,81.25
91550,Medagana,MJ,6.9333,81.2833
91552,Kandawinna,MJ,6.9333,81.2833
91554,Bakinigahawela,MJ,6.9333,81.2833
42000,Mullativu,MP,,
21000,Matale,MT,7.4717,80.6244
21004,Alwatta,MT,7.45,80.6667
21006,Udatenna,MT,7.4167,80.65
21008,Leliambe,MT,7.4346,80.6519
21009,Wehigala,MT,7.4,80.6667
21012,Elkaduwa,MT,7.4208,80.6831
21014,Karagahinna,MT,7.3604,80.3832
21016,Katudeniya,MT,7.3,80.0833
21020,Ovilikanda,MT,7.45,80.5667
21032,Dankanda,MT,7.5333,80.7
21042,Kiwula,MT,7.4917,80.625
21044,Muwandeniya,MT,7.4667,80.65
21046,Dunkolawatta,MT,7.4917,80.625
21048,Walawela,MT,7.5167,80.6
21051,Udasgiriya,MT,7.5333,80.5667
21054,Dullewa,MT,7.5,80.6
21055,Melipitiya,MT,7.5458,80.5833
21056,Yatawatta,MT,7.5667,80.5831
21058,Selagama,MT,7.5833,80.5833
21062,Metihakka,MT,7.5333,80.65
21064,Imbulgolla,MT,7.5667,80.6667
21066,Kaikawala,MT,7.5,80.65
21068,Gammaduwa,MT,7.5667,80.7
21070,Palapathwela,MT,7.9,80.2
21072,Kavudupelella,MT,7.5914,80.6258
21074,Madawala Ulpotha,MT,7.703,80.5051
21076,Opalgala,MT,7.6175,80.6894
21082,Nalanda,MT,7.6756,80.6431
21090,Naula,MT,7.7047,80.6542
21094,Lenadora,MT,7.7519,80.6608
21100,Dambulla,MT,7.86,80.6517
21106,Kandalama,MT,7.8667,80.7167
21108,Erawula Junction,MT,7.8633,80.6842
21112,Kalundawa,MT,7.8,80.7167
21114,Wewalawewa,MT,7.8103,80.6669
21116,Talakiriyagama,MT,7.8206,80.6172
21120,Sigiriya,MT,7.95,80.75
21122,Kibissa,MT,7.9397,80.7278
21124,Inamaluwa,MT,7.9325,80.685
21140,Mahawela,MT,7.5839,80.6094
21142,Akuramboda,MT,7.65,80.6
21144,Mananwatta,MT,7.6169,80.6047
21152,Pallepola,MT,7.6244,80.6014
21154,Millawana,MT,7.6503,80.5772
21156,Madipola,MT,7.6833,80.5833
21160,Wahacotte,MT,7.7142,80.5972
21200,Galewela,MT,7.7589,80.5683
21206,Dewahuwa,MT,7.7589,80.5683
21212,Bambaragaswewa,MT,7.7833,80.5333
21214,Beligamuwa,MT,7.7167,80.55
21300,Ukuwela,MT,7.4133,80.6422
21400,Rattota,MT,7.5217,80.6847
21402,Etanawala,MT,7.5217,80.6847
21404,Gangala Puwakpitiya,MT,7.5217,80.6847
21406,lllukkumbura,MT,7.5217,80.6847
21408,Welangahawatte,MT,7.5217,80.6847
21500,Kongahawela,MT,7.6833,80.7
21502,Pubbiliya,MT,7.3833,80.4833
21504,Ambana,MT,7.65,80.6833
21506,Talagoda Junction,MT,7.5722,80.6222
21512,Ataragallewa,MT,7.5333,80.6067
21514,Hattota Amuna,MT,7.5333,80.6067
21520,Laggala Pallegama,MT,7.5333,80.6067
21524,Ranamuregama,MT,7.5333,80.6067
21530,Wilgamuwa,MT,7.3667,80.2
21532,Perakanatta,MT,7.3667,80.2
21534,Nugagolla,MT,7.3667,80.2
21536,Handungamuwa,MT,7.3667,80.2
21538,Dunuwilapitiya,MT,7.3667,80.2
21552,Devagiriya,MT,7.5833,80.9667
21554,Maraka,MT,7.5833,80.9667
20560,Kotmale,NW,7.0214,80.5942
20566,Maswela,NW,7.0667,80.6333
20567,Doragala,NW,7.0731,80.5892
20568,Nayapana Janapadaya,NW,7.0731,80.5892
20588,Katukitula,NW,7.1089,80.6339
20590,Ramboda,NW,7.0442,80.6919
20592,Labukele,NW,7.0442,80.6919
20660,Ketaboola,NW,7.0271,80.5493
20668,Hapugastalawa,NW,7.0667,80.5667
20669,Harangalagama,NW,7.0271,80.5493
20670,Nawathispane,NW,7.0333,80.5
20678,Ambagamuwa Udabulathgama,NW,7.0333,80.5
20680,Ginigathena,NW,6.9864,80.4894
20682,Pitawala,NW,7,80.45
20684,Dagampitiya,NW,6.9833,80.4667
20686,Ambatalawa,NW,7.05,80.6667
20688,Kelanigama,NW,7.0049,80.5182
20750,Padiyapelella,NW,7.0833,80.8
20752,Munwatta,NW,7.1167,80.8167
22000,Hatton,NW,6.8972,80.5958
22002,Dunukedeniya,NW,7,80.6333
22008,Rozella,NW,6.9306,80.5531
22010,Watawala,NW,6.9547,80.5253
22012,Patana,NW,6.1333,80.1167
22018,Wijebahukanda,NW,7.0167,80.6167
22021,Maldeniya,NW,6.9306,80.2747
22024,Hedunuwewa,NW,6.9306,80.2747
22032,Widulipura,NW,6.8952,80.5088
22034,Laxapana,NW,6.8952,80.5088
22036,Morahenagama,NW,6.8952,80.5088
22040,Kottellena,NW,6.9333,80.4583
22044,Hangarapitiya,NW,6.9167,80.4667
22046,Hitigegama,NW,6.95,80.45
22050,Dikoya,NW,6.8786,80.6272
22058,Norwood,NW,6.8333,80.6167
22060,Bogawantalawa,NW,6.8,80.6833
22070,Maskeliya,NW,6.8358,80.5703
22075,Nissanka Uyana,NW,6.8358,80.5703
22080,Kotagala,NW,7.45,80.2333
22090,Lindula,NW,6.9011,80.6694
22094,Agarapathana,NW,6.9011,80.6694
22095,Bopattalawa,NW,6.9011,80.6694
22096,Dayagama Bazaar,NW,6.9011,80.6694
22100,Talawakele,NW,6.9367,80.6611
22110,Watagoda,NW,7.4,80.5833
22120,Pundaluoya,NW,7.0147,80.6717
22150,Nanuoya,NW,7.1171,80.6387
22200,Nuwara Eliya,NW,6.9697,80.77
22202,Santhipura,NW,6.9697,80.77
22208,Haggala,NW,6.9697,80.77
22212,Ruwaneliya,NW,6.8667,80.8167
22214,Mipilimana,NW,6.8667,80.8167
22216,Ambewela,NW,6.8667,80.8167
22220,Kandapola,NW,6.9917,80.8194
22226,Gonakele,NW,6.9917,80.8194
22240,Halgranoya,NW,7.0417,80.8917
22245,Rupaha,NW,7.0333,80.9
22246,Kumbukwela,NW,7.05,80.8833
22250,Udapussallawa,NW,7.0333,80.9111
22252,Kurupanawela,NW,7.0167,80.9
22254,Mipanawa,NW,7.0333,80.9167
22256,Madulla,NW,7.05,80.9167
22262,Harasbedda,NW,7.0517,80.875
22270,Walapane,NW,7.1108,80.8581
22272,Kumbalgamuwa,NW,7.1108,80.8581
22274,Keerthi Bandarapura,NW,7.1108,80.8581
22280,Nildandahinna,NW,7.0833,80.8833
22282,Kalaganwatta,NW,7.1,80.9
22285,Udamadura,NW,7.1,80.9167
22287,Teripeha,NW,7.1189,80.9244
51000,Polonnaruwa,PR,7.9333,81
51002,Kalingaela,PR,7.9583,81.0417
51004,Onegama,PR,7.9833,81.0833
51006,Lakshauyana,PR,7.9583,81.0417
51008,Unagalavehera,PR,7.9583,81.0417
51014,Alutwewa,PR,7.8667,79.95
51016,Parakramasamudraya,PR,7.8667,79.95
51024,Jayanthipura,PR,8,81
51026,Giritale,PR,7.9833,80.9333
51031,Dimbulagala,PR,7.9167,80.55
51032,Kashyapapura,PR,7.9167,80.55
51033,Pelatiyawa,PR,7.9167,80.55
51034,Ellewewa,PR,7.9167,80.55
51037,Kalukele Badanagala,PR,7.9167,80.55
51039,Nuwaragala,PR,7.9167,80.55
51042,Wijayabapura,PR,8.0167,81.0833
51044,Talpotha,PR,8.0167,81.0833
51046,Palugasdamana,PR,8.0167,81.0833
51049,Tambala,PR,8.0167,81.0833
51050,Pulastigama,PR,7.67,80.565
51052,Sungavila,PR,7.67,80.565
51062,Sevanapitiya,PR,7.3667,80.1667
51064,Mutugala,PR,7.3667,80.1667
51066,Nawasenapura,PR,7.3667,80.1667
51070,Welikanda,PR,6.3167,80.0333
51072,Aselapura,PR,6.3167,80.0333
51076,Mahawela Sinhapura,PR,6.3167,80.0333
51089,Tamankaduwa,PR,7.67,80.565
51090,Mampitiya,PR,7.3167,79.85
51092,Dalukana,PR,7.3167,79.85
51094,Dewagala,PR,7.3167,79.85
51096,Nelumwewa,PR,7.3167,79.85
51098,Hansayapalama,PR,7.3167,79.85
51100,Aralaganwila,PR,7.696,80.5842
51102,Pimburattewa,PR,7.696,80.5842
51104,Divuldamana,PR,7.696,80.5842
51106,Damminna,PR,7.696,80.5842
51108,Maduruoya,PR,7.696,80.5842
51225,Diyabeduma,PR,7.8833,80.8833
51235,Attanakadawala,PR,7.85,80.8667
51244,Kottapitiya,PR,7.6333,79.8167
51246,Jayasiripura,PR,7.6333,79.8167
51250,Bakamuna,PR,7.7833,80.8167
51256,Orubendi Siyambalawa,PR,7.7539,80.8025
51258,Elahera,PR,7.7244,80.7883
51375,Galoya Junction,PR,7.696,80.5842
51378,Sinhagama,PR,7.696,80.5842
51400,Hingurakgoda,PR,8.0333,80.95
51408,Hingurakdamana,PR,8.0375,81.0297
51410,Minneriya,PR,8.0333,80.9
51412,Kumaragama,PR,7.75,80.3833
51414,Kawudulla,PR,7.75,80.3833
51416,Galamuna,PR,7.4667,79.8667
51422,Yodaela,PR,7.5833,79.8667
51424,Yudaganawa,PR,6.7667,81.2333
51428,Divulankadawala,PR,7.175,80.55
51500,Medirigiriya,PR,7.8167,80.1833
51504,Diyasenpura,PR,7.8167,80.1833
51506,Mahatalakolawewa,PR,7.8167,80.1833
51508,Meegaswewa,PR,7.8167,80.1833
51514,Kawuduluwewa Stagell,PR,7.8167,80.1833
51518,Maha Ambagaswewa,PR,7.8167,80.1833
61000,Chilaw,PX,7.5758,79.7953
61004,Udappuwa,PX,7.5758,79.7953
61006,Wijeyakatupotha,PX,7.5758,79.7953
61008,Wilpotha,PX,7.5758,79.7953
61012,Adippala,PX,7.5833,79.8417
61014,Mugunuwatawana,PX,7.5833,79.85
61018,Ilippadeniya,PX,7.5833,79.8333
61022,Karawitagara,PX,7.5333,79.8
61024,Ambakandawila,PX,7.5333,79.8
61032,Kumarakattuwa,PX,7.65,79.9
61040,Pallama,PX,7.6828,79.9222
61042,Serukele,PX,7.7333,79.9167
61110,Waikkal,PX,7.2833,79.85
61120,Nainamadama,PX,7.3714,79.8837
61130,Dankotuwa,PX,7.2967,79.8883
61136,Bujjampola,PX,7.3333,79.9
